Entity,Code,Year,"Age-standardized deaths from cardiovascular diseases in both sexes in those aged all ages per 100,000 people","Deaths from cardiovascular diseases per 100,000 people in both sexes aged all ages"
St. Lucia,LCA,1994,281.58603,237.10565
St. Lucia,LCA,1995,256.0621,224.00763
St. Lucia,LCA,1996,249.73364,222.39542
St. Lucia,LCA,1997,260.90564,235.8975
St. Lucia,LCA,1998,244.09517,225.45924
St. Lucia,LCA,1999,250.6269,227.74928
St. Lucia,LCA,2000,171.73302,162.06319
St. Lucia,LCA,2001,190.52289,173.22148
St. Lucia,LCA,2002,169.5649,159.35555
St. Lucia,LCA,2003,214.77313,204.94612
St. Lucia,LCA,2004,188.6233,181.06985
St. Lucia,LCA,2005,247.70761,227.63849
St. Lucia,LCA,2006,198.21309,191.07394
St. Lucia,LCA,2008,186.12985,195.86967
St. Lucia,LCA,2009,179.06589,191.03362
St. Lucia,LCA,2010,200.70564,222.87962
St. Lucia,LCA,2011,136.71828,153.23793
St. Lucia,LCA,2012,174.7047,206.06184
St. Lucia,LCA,2013,186.90839,223.08226
St. Lucia,LCA,2014,195.25934,231.07642
St. Lucia,LCA,2015,156.53976,194.83492
St. Lucia,LCA,2016,168.63205,207.75008
St. Lucia,LCA,2017,157.87546,200.05084
St. Lucia,LCA,2018,156.3499,196.82333
St. Lucia,LCA,2019,174.52597,223.20695
St. Lucia,LCA,2020,152.78647,208.03041
St. Vincent and the Grenadines,VCT,1970,379.40616,213.63637
St. Vincent and the Grenadines,VCT,1971,464.22498,257.30338
St. Vincent and the Grenadines,VCT,1972,375.49283,222.0
St. Vincent and the Grenadines,VCT,1974,398.00702,225.12524
St. Vincent and the Grenadines,VCT,1977,382.17612,215.96504
St. Vincent and the Grenadines,VCT,1978,366.02835,220.83333
St. Vincent and the Grenadines,VCT,1979,371.93347,219.7714
St. Vincent and the Grenadines,VCT,1982,290.3497,213.19043
St. Vincent and the Grenadines,VCT,1983,300.46484,221.29047
St. Vincent and the Grenadines,VCT,1984,307.23636,201.3895
St. Vincent and the Grenadines,VCT,1985,410.69437,220.61658
St. Vincent and the Grenadines,VCT,1986,415.79575,220.0
St. Vincent and the Grenadines,VCT,1987,343.31592,251.16612
St. Vincent and the Grenadines,VCT,1990,282.47797,207.47273
St. Vincent and the Grenadines,VCT,1995,321.97592,248.06775
St. Vincent and the Grenadines,VCT,1996,296.0045,234.31133
St. Vincent and the Grenadines,VCT,1997,322.76178,265.0725
St. Vincent and the Grenadines,VCT,1998,336.84454,275.50766
St. Vincent and the Grenadines,VCT,1999,305.60083,251.48946
St. Vincent and the Grenadines,VCT,2000,240.14275,199.47302
St. Vincent and the Grenadines,VCT,2001,267.29224,227.99733
St. Vincent and the Grenadines,VCT,2002,275.05362,234.04904
St. Vincent and the Grenadines,VCT,2003,282.84778,240.01625
St. Vincent and the Grenadines,VCT,2004,248.42241,215.64435
St. Vincent and the Grenadines,VCT,2005,294.0536,253.1902
St. Vincent and the Grenadines,VCT,2006,259.36594,232.0378
St. Vincent and the Grenadines,VCT,2007,284.49527,262.62924
St. Vincent and the Grenadines,VCT,2008,333.9074,317.36368
St. Vincent and the Grenadines,VCT,2009,294.44778,286.27628
St. Vincent and the Grenadines,VCT,2010,278.71063,278.0472
St. Vincent and the Grenadines,VCT,2011,291.7059,304.66412
St. Vincent and the Grenadines,VCT,2012,256.28604,277.58566
St. Vincent and the Grenadines,VCT,2013,262.8931,293.679
St. Vincent and the Grenadines,VCT,2014,316.07385,355.4992
St. Vincent and the Grenadines,VCT,2015,221.3325,259.28098
St. Vincent and the Grenadines,VCT,2016,243.8316,292.3469
St. Vincent and the Grenadines,VCT,2017,232.36421,289.5463
St. Vincent and the Grenadines,VCT,2018,248.05063,309.4065
St. Vincent and the Grenadines,VCT,2019,240.15053,311.96594
St. Vincent and the Grenadines,VCT,2020,283.98773,363.25943
St. Vincent and the Grenadines,VCT,2021,292.38162,388.26923
St. Vincent and the Grenadines,VCT,2022,281.44485,373.82004
Sao Tome and Principe,STP,1984,146.94917,88.888885
Sao Tome and Principe,STP,1985,168.40878,100.92593
Sao Tome and Principe,STP,1987,243.2714,143.62177
Saudi Arabia,SAU,2021,229.60562,97.53322
Saudi Arabia,SAU,2022,204.3763,88.90692
Saudi Arabia,SAU,2023,191.50468,85.51533
Serbia,SRB,1998,505.96536,757.63654
Serbia,SRB,1999,498.0292,769.2164
Serbia,SRB,2000,489.67435,772.9554
Serbia,SRB,2001,450.5142,729.62604
Serbia,SRB,2002,459.51898,756.71686
Serbia,SRB,2003,455.97418,766.9982
Serbia,SRB,2004,435.97885,761.98315
Serbia,SRB,2005,450.86652,815.56085
Serbia,SRB,2006,424.24976,795.04083
Serbia,SRB,2007,405.81665,780.4292
Serbia,SRB,2008,391.98508,780.1533
Serbia,SRB,2009,379.41046,777.93335
Serbia,SRB,2010,367.97205,774.1685
Serbia,SRB,2011,366.0836,767.39343
Serbia,SRB,2012,354.63004,763.5979
Serbia,SRB,2013,336.38904,744.91925
Serbia,SRB,2014,333.2707,757.0753
Serbia,SRB,2015,329.12,766.3575
Serbia,SRB,2016,309.76102,738.1641
Serbia,SRB,2017,314.21652,764.408
Serbia,SRB,2018,304.3287,754.2029
Serbia,SRB,2019,276.95837,702.32324
Serbia,SRB,2020,288.3274,739.9343
Serbia,SRB,2021,294.32022,757.44116
Serbia,SRB,2022,291.91196,741.1716
Serbia,SRB,2023,285.91772,719.6993
Seychelles,SYC,1985,272.95593,199.3865
Seychelles,SYC,1986,290.74698,207.31708
Seychelles,SYC,1987,412.02377,305.7229
Seychelles,SYC,2001,351.4828,240.25044
Seychelles,SYC,2002,394.81064,297.34647
Seychelles,SYC,2003,399.47845,289.0106
Seychelles,SYC,2004,369.3255,252.88066
Seychelles,SYC,2005,405.1529,283.1423
Seychelles,SYC,2006,315.3953,263.61057
Seychelles,SYC,2007,226.22556,212.01492
Seychelles,SYC,2008,256.1616,235.49182
Seychelles,SYC,2009,295.73114,270.91913
Seychelles,SYC,2010,237.69968,242.15463
Seychelles,SYC,2011,282.86942,285.91034
Seychelles,SYC,2012,286.4665,278.58624
Seychelles,SYC,2013,229.22893,249.03
Seychelles,SYC,2014,244.59615,221.10574
Seychelles,SYC,2015,239.67554,227.42108
Seychelles,SYC,2016,257.11688,259.1161
Seychelles,SYC,2017,270.72812,299.73657
Seychelles,SYC,2019,212.58238,261.20358
Seychelles,SYC,2020,221.5519,248.82697
Seychelles,SYC,2021,250.81857,271.0109
Singapore,SGP,1963,253.9769,103.73259
Singapore,SGP,1964,258.6871,106.32059
Singapore,SGP,1965,279.6128,112.77757
Singapore,SGP,1966,285.0747,117.710915
Singapore,SGP,1967,293.46732,121.308655
Singapore,SGP,1968,295.9309,128.52882
Singapore,SGP,1969,318.2019,134.2962
Singapore,SGP,1970,290.2756,140.32297
Singapore,SGP,1971,300.1597,147.83928
Singapore,SGP,1972,283.01648,139.65726
Singapore,SGP,1973,294.97675,145.0277
Singapore,SGP,1974,303.14462,148.48361
Singapore,SGP,1975,296.82758,149.73999
Singapore,SGP,1976,339.42694,166.71056
Singapore,SGP,1977,339.07687,168.44978
Singapore,SGP,1978,339.71686,170.58546
Singapore,SGP,1979,345.39774,179.12154
Singapore,SGP,1980,316.17023,178.33472
Singapore,SGP,1981,310.49533,180.61638
Singapore,SGP,1982,306.3777,179.22162
Singapore,SGP,1983,301.31564,177.29816
Singapore,SGP,1984,303.88452,183.34586
Singapore,SGP,1985,292.85962,181.82173
Singapore,SGP,1986,275.17386,173.30446
Singapore,SGP,1987,274.39832,178.92682
Singapore,SGP,1988,272.02316,192.61111
Singapore,SGP,1989,270.9189,191.94017
Singapore,SGP,1990,250.6493,188.31097
Singapore,SGP,1991,225.43193,170.57288
Singapore,SGP,1992,226.9459,174.7842
Singapore,SGP,1993,217.64433,169.90877
Singapore,SGP,1994,216.4698,172.56877
Singapore,SGP,1995,213.3246,172.55682
Singapore,SGP,1996,219.27254,179.55739
Singapore,SGP,1997,204.37724,169.84152
Singapore,SGP,1998,198.48787,168.1132
Singapore,SGP,1999,197.34026,169.9229
Singapore,SGP,2000,189.36967,167.07399
Singapore,SGP,2001,176.61287,160.64824
Singapore,SGP,2002,161.1652,151.6746
Singapore,SGP,2003,163.79167,158.01874
Singapore,SGP,2004,145.53839,146.66132
Singapore,SGP,2005,138.48532,143.96568
Singapore,SGP,2006,132.9975,142.52855
Singapore,SGP,2007,140.60744,152.6332
Singapore,SGP,2008,133.34079,149.6692
Singapore,SGP,2009,122.28943,141.16652
Singapore,SGP,2010,119.3846,143.5427
Singapore,SGP,2011,112.894966,141.42453
Singapore,SGP,2012,107.188416,140.19695
Singapore,SGP,2013,102.86278,140.24315
Singapore,SGP,2014,101.53472,144.77855
Singapore,SGP,2015,98.011314,145.33565
Singapore,SGP,2016,94.36931,145.69504
Singapore,SGP,2017,96.42774,154.44566
Singapore,SGP,2018,90.68081,150.71541
Singapore,SGP,2019,87.71024,152.30208
Singapore,SGP,2020,93.464386,169.57576
Singapore,SGP,2021,102.04664,193.41122
Singapore,SGP,2022,105.26298,204.3828
Slovakia,SVK,1992,399.37424,519.75494
Slovakia,SVK,1993,393.60718,516.95593
Slovakia,SVK,1994,424.24915,522.21515
Slovakia,SVK,1995,430.9022,539.18243
Slovakia,SVK,1996,410.0676,518.16284
Slovakia,SVK,1997,413.58362,529.16156
Slovakia,SVK,1998,426.32452,550.33484
Slovakia,SVK,1999,402.33606,530.01685
Slovakia,SVK,2000,397.6634,534.8031
Slovakia,SVK,2001,400.0776,531.676
Slovakia,SVK,2002,387.15457,520.4684
Slovakia,SVK,2003,385.47055,523.07605
Slovakia,SVK,2004,374.50177,521.10754
Slovakia,SVK,2005,378.46735,539.2141
Slovakia,SVK,2006,370.17896,541.7734
Slovakia,SVK,2007,360.45233,541.5389
Slovakia,SVK,2008,342.3766,526.6349
Slovakia,SVK,2009,331.55533,521.35565
Slovakia,SVK,2010,326.56995,525.4626
Slovakia,SVK,2012,258.78455,436.31354
Slovakia,SVK,2013,258.23828,445.7094
Slovakia,SVK,2014,239.19888,422.41156
Slovakia,SVK,2016,228.63351,421.6876
Slovakia,SVK,2017,235.44151,444.7687
Slovakia,SVK,2018,219.1511,423.4803
Slovakia,SVK,2019,210.94542,415.6287
Slovakia,SVK,2020,222.9051,452.509
Slovakia,SVK,2021,239.52461,481.53427
Slovakia,SVK,2022,227.15858,463.7914
Slovakia,SVK,2023,215.77681,452.02097
Slovenia,SVN,1985,396.61398,505.74597
Slovenia,SVN,1986,381.0748,491.7653
Slovenia,SVN,1987,376.99927,488.49106
Slovenia,SVN,1988,355.62552,465.3877
Slovenia,SVN,1989,317.89594,418.10257
Slovenia,SVN,1990,326.6881,439.52197
Slovenia,SVN,1991,327.98544,447.09592
Slovenia,SVN,1992,308.95715,425.75598
Slovenia,SVN,1993,323.70856,454.45862
Slovenia,SVN,1994,300.8854,433.72708
Slovenia,SVN,1995,271.8294,405.7993
Slovenia,SVN,1996,265.52066,396.69547
Slovenia,SVN,1997,250.43034,380.0505
Slovenia,SVN,1998,258.52383,399.5036
Slovenia,SVN,1999,245.60461,387.94717
Slovenia,SVN,2000,232.4933,379.52103
Slovenia,SVN,2001,220.24341,362.24265
Slovenia,SVN,2002,213.48265,359.16898
Slovenia,SVN,2003,216.04254,367.44287
Slovenia,SVN,2004,203.61281,356.0834
Slovenia,SVN,2005,211.01564,382.18713
Slovenia,SVN,2006,191.37881,359.7681
Slovenia,SVN,2007,189.56548,376.44733
Slovenia,SVN,2008,171.92351,354.27103
Slovenia,SVN,2009,169.15262,363.89722
Slovenia,SVN,2010,159.93814,357.7387
Slovenia,SVN,2011,150.83823,351.37704
Slovenia,SVN,2012,149.7408,363.42645
Slovenia,SVN,2013,144.31047,363.1659
Slovenia,SVN,2014,143.54477,376.11145
Slovenia,SVN,2015,143.26997,386.89783
Slovenia,SVN,2016,135.14735,378.3473
Slovenia,SVN,2017,133.33923,387.3851
Slovenia,SVN,2018,129.64638,380.42154
Slovenia,SVN,2019,122.54735,383.76462
Slovenia,SVN,2020,118.27076,367.3113
Slovenia,SVN,2021,115.11848,363.9733
Slovenia,SVN,2022,104.65262,342.5353
Slovenia,SVN,2023,112.49948,375.37256
South Africa,ZAF,1996,296.16644,143.06712
South Africa,ZAF,1997,267.7578,136.73521
South Africa,ZAF,1998,287.71365,147.8266
South Africa,ZAF,1999,290.50488,148.72388
South Africa,ZAF,2000,314.50928,156.40335
South Africa,ZAF,2001,307.50693,160.04161
South Africa,ZAF,2002,306.8712,165.7692
South Africa,ZAF,2003,324.64517,176.0604
South Africa,ZAF,2004,309.02185,167.16919
South Africa,ZAF,2005,314.11224,164.1834
South Africa,ZAF,2006,319.27298,171.19803
South Africa,ZAF,2007,304.9065,168.16043
South Africa,ZAF,2008,283.26428,168.97908
South Africa,ZAF,2009,304.3875,167.2187
South Africa,ZAF,2010,299.98862,161.4426
South Africa,ZAF,2011,287.86816,160.14229
South Africa,ZAF,2012,266.55212,152.94707
South Africa,ZAF,2013,245.51738,142.43266
South Africa,ZAF,2014,247.52818,143.47633
South Africa,ZAF,2015,258.1394,147.65727
South Africa,ZAF,2016,259.0387,154.69781
South Africa,ZAF,2017,239.5727,147.83961
South Africa,ZAF,2018,236.15663,147.98628
South Africa,ZAF,2019,220.27602,137.89342
South Africa,ZAF,2020,240.4961,148.32565
South Korea,KOR,1985,266.19806,157.42076
South Korea,KOR,1986,248.76903,146.21579
South Korea,KOR,1987,237.49297,141.72012
South Korea,KOR,1988,218.63976,135.6873
South Korea,KOR,1989,210.56367,132.36589
South Korea,KOR,1990,210.04967,133.06026
South Korea,KOR,1991,205.08504,132.33707
South Korea,KOR,1992,216.60913,140.738
South Korea,KOR,1993,227.93465,149.03271
South Korea,KOR,1994,239.01591,155.01056
South Korea,KOR,1995,191.2456,138.97398
South Korea,KOR,1996,170.6895,127.89584
South Korea,KOR,1997,159.348,121.945915
South Korea,KOR,1998,157.15125,124.09341
South Korea,KOR,1999,150.71704,122.61069
South Korea,KOR,2000,148.75587,123.75742
South Korea,KOR,2001,142.02875,121.31699
South Korea,KOR,2002,145.64764,128.42815
South Korea,KOR,2003,136.08694,125.19358
South Korea,KOR,2004,126.11659,120.85309
South Korea,KOR,2005,116.958015,116.50669
South Korea,KOR,2006,111.579865,115.62167
South Korea,KOR,2007,109.33699,117.984085
South Korea,KOR,2008,99.026505,112.256645
South Korea,KOR,2009,91.89678,109.24395
South Korea,KOR,2010,90.252464,112.50644
South Korea,KOR,2011,87.21196,113.500946
South Korea,KOR,2012,85.607155,117.11117
South Korea,KOR,2013,78.37287,113.09768
South Korea,KOR,2014,74.96574,113.88969
South Korea,KOR,2015,73.04623,116.86161
South Korea,KOR,2016,70.31079,118.14613
South Korea,KOR,2017,67.41473,119.58844
South Korea,KOR,2018,65.31516,122.7016
South Korea,KOR,2019,59.459312,117.36467
South Korea,KOR,2020,55.99481,116.940346
South Korea,KOR,2021,55.318047,121.50409
South Korea,KOR,2022,58.050636,134.68034
Spain,ESP,1951,395.21234,348.02704
Spain,ESP,1952,322.56967,286.85696
Spain,ESP,1953,327.9262,292.55423
Spain,ESP,1954,315.0159,282.35764
Spain,ESP,1955,321.553,287.9784
Spain,ESP,1956,350.5559,317.14725
Spain,ESP,1957,340.31024,310.64493
Spain,ESP,1958,303.13568,278.4485
Spain,ESP,1959,310.2815,288.14722
Spain,ESP,1960,316.2144,295.38
Spain,ESP,1961,306.99545,288.53622
Spain,ESP,1962,330.35263,312.3007
Spain,ESP,1963,319.3836,315.5709
Spain,ESP,1964,304.94574,304.43918
Spain,ESP,1965,305.91907,308.86127
Spain,ESP,1966,302.16534,308.1045
Spain,ESP,1967,307.5326,315.85324
Spain,ESP,1968,344.83466,358.01733
Spain,ESP,1969,358.57324,383.90048
Spain,ESP,1970,330.27878,356.8023
Spain,ESP,1971,345.77908,382.63913
Spain,ESP,1972,320.1603,356.0354
Spain,ESP,1973,330.19595,371.29153
Spain,ESP,1974,326.90668,374.34
Spain,ESP,1975,327.9084,372.9428
Spain,ESP,1976,323.30658,373.4758
Spain,ESP,1977,309.3344,360.60318
Spain,ESP,1978,306.68802,361.23444
Spain,ESP,1979,303.40137,361.2296
Spain,ESP,1980,282.3998,353.2409
Spain,ESP,1981,278.17603,356.85867
Spain,ESP,1982,261.95377,345.0198
Spain,ESP,1983,266.65146,362.6497
Spain,ESP,1984,251.3248,350.0957
Spain,ESP,1985,254.49585,363.2586
Spain,ESP,1986,240.67273,352.00497
Spain,ESP,1987,225.8122,340.88397
Spain,ESP,1988,224.1827,347.61267
Spain,ESP,1989,216.40302,344.85782
Spain,ESP,1990,212.9066,348.02307
Spain,ESP,1991,210.97014,352.21872
Spain,ESP,1992,196.3751,340.08618
Spain,ESP,1993,191.87532,343.86905
Spain,ESP,1994,181.72461,334.19073
Spain,ESP,1995,178.3582,335.91177
Spain,ESP,1996,176.50075,339.949
Spain,ESP,1997,168.99956,334.0564
Spain,ESP,1998,168.53476,341.65076
Spain,ESP,1999,159.35675,332.543
Spain,ESP,2000,145.89314,312.95004
Spain,ESP,2001,140.64377,306.2686
Spain,ESP,2002,137.96916,304.48987
Spain,ESP,2003,137.61621,308.97348
Spain,ESP,2004,127.71081,290.1427
Spain,ESP,2005,126.552,292.42465
Spain,ESP,2006,117.03616,274.0295
Spain,ESP,2007,115.9666,276.61273
Spain,ESP,2008,111.192444,269.32196
Spain,ESP,2009,105.03436,261.39423
Spain,ESP,2010,100.785934,258.56454
Spain,ESP,2011,97.01397,256.53464
Spain,ESP,2012,95.29378,261.07846
Spain,ESP,2013,89.592094,252.1482
Spain,ESP,2014,87.15043,252.70192
Spain,ESP,2015,89.44597,267.60742
Spain,ESP,2016,84.943306,257.86194
Spain,ESP,2017,84.262985,263.17957
Spain,ESP,2018,81.98424,258.63913
Spain,ESP,2019,77.61572,247.56206
Spain,ESP,2020,78.81062,253.09105
Spain,ESP,2021,77.32539,251.83334
Spain,ESP,2022,78.17566,253.92555
Spain,ESP,2023,74.23039,239.67511
Sri Lanka,LKA,1955,165.81818,86.33135
Sri Lanka,LKA,1956,152.54977,79.1578
Sri Lanka,LKA,1957,155.39458,81.09111
Sri Lanka,LKA,1958,141.46043,73.958885
Sri Lanka,LKA,1959,138.86664,73.6
Sri Lanka,LKA,1960,135.80191,73.37577
Sri Lanka,LKA,1961,141.73148,76.24668
Sri Lanka,LKA,1962,161.18686,85.88117
Sri Lanka,LKA,1963,165.37317,92.83601
Sri Lanka,LKA,1964,141.28384,81.07853
Sri Lanka,LKA,1965,160.67833,92.20741
Sri Lanka,LKA,1966,137.90436,78.106125
Sri Lanka,LKA,1967,146.71255,80.458
Sri Lanka,LKA,1968,151.34926,84.006004
Sri Lanka,LKA,1977,148.3378,87.350716
Sri Lanka,LKA,1980,167.3061,99.06422
Sri Lanka,LKA,1981,158.68387,94.137634
Sri Lanka,LKA,1982,137.56085,84.65285
Sri Lanka,LKA,1983,137.43962,84.16034
Sri Lanka,LKA,1984,152.24318,93.18721
Sri Lanka,LKA,1985,160.78134,98.21936
Sri Lanka,LKA,1986,166.60196,101.89861
Sri Lanka,LKA,1996,145.67253,113.52792
Sri Lanka,LKA,1997,145.27795,114.50444
Sri Lanka,LKA,1998,143.45595,114.03424
Sri Lanka,LKA,1999,155.52235,125.219124
Sri Lanka,LKA,2000,161.67302,130.79945
Sri Lanka,LKA,2001,158.0776,130.3794
Sri Lanka,LKA,2002,161.13297,135.48602
Sri Lanka,LKA,2003,161.77414,138.32683
Sri Lanka,LKA,2004,159.3165,138.53503
Sri Lanka,LKA,2005,160.27599,141.8113
Sri Lanka,LKA,2006,166.15962,148.6243
Sri Lanka,LKA,2007,163.93045,149.7628
Sri Lanka,LKA,2009,165.54736,155.98175
Sri Lanka,LKA,2010,169.16196,160.89934
Sri Lanka,LKA,2011,153.80112,151.26605
Sri Lanka,LKA,2012,147.18388,148.817
Sri Lanka,LKA,2013,148.4997,153.87373
Sri Lanka,LKA,2014,148.33586,157.53413
Sri Lanka,LKA,2015,135.39516,147.2401
Sri Lanka,LKA,2019,128.71701,158.39159
Suriname,SUR,1963,245.66415,129.18861
Suriname,SUR,1964,258.13882,134.88618
Suriname,SUR,1965,262.07532,130.72452
Suriname,SUR,1966,249.06906,122.42798
Suriname,SUR,1971,283.24677,138.91891
Suriname,SUR,1975,353.84662,166.38889
Suriname,SUR,1976,389.2475,176.21622
Suriname,SUR,1977,301.33365,149.72974
Suriname,SUR,1978,329.58105,159.09091
Suriname,SUR,1979,360.44272,166.937
Suriname,SUR,1980,359.7625,167.1678
Suriname,SUR,1981,305.8627,160.76947
Suriname,SUR,1982,376.54874,193.83505
Suriname,SUR,1984,310.28845,166.48677
Suriname,SUR,1985,291.2942,156.4082
Suriname,SUR,1986,227.91034,142.19276
Suriname,SUR,1987,210.20158,132.00818
Suriname,SUR,1988,204.57239,131.91696
Suriname,SUR,1989,247.58258,166.96677
Suriname,SUR,1990,275.58917,149.75
Suriname,SUR,1991,235.96582,153.99329
Suriname,SUR,1992,200.48573,132.888
Suriname,SUR,1995,144.21075,98.22316
Suriname,SUR,1996,176.97188,120.92465
Suriname,SUR,1997,180.99648,121.102425
Suriname,SUR,1998,214.06403,149.83766
Suriname,SUR,1999,222.85672,152.56186
Suriname,SUR,2000,236.38187,161.16394
Suriname,SUR,2001,221.0358,154.01434
Suriname,SUR,2002,247.08908,173.7742
Suriname,SUR,2003,251.42421,179.73448
Suriname,SUR,2004,257.3709,184.53287
Suriname,SUR,2005,262.77924,188.8024
Suriname,SUR,2006,230.75278,169.01018
Suriname,SUR,2007,221.59962,165.69473
Suriname,SUR,2008,205.92513,158.18288
Suriname,SUR,2009,197.74368,152.54889
Suriname,SUR,2010,208.59071,163.28659
Suriname,SUR,2011,188.39594,150.79066
Suriname,SUR,2012,183.5046,148.91592
Suriname,SUR,2013,190.16536,158.59935
Suriname,SUR,2014,199.2727,167.36765
Sweden,SWE,1951,398.27686,460.4048
Sweden,SWE,1952,394.57855,460.30008
Sweden,SWE,1953,407.87997,481.71906
Sweden,SWE,1954,405.61496,485.57565
Sweden,SWE,1955,398.94638,485.55573
Sweden,SWE,1956,404.44495,498.70825
Sweden,SWE,1957,415.58258,519.15295
Sweden,SWE,1958,392.05634,497.8288
Sweden,SWE,1959,380.2071,491.84967
Sweden,SWE,1960,396.64496,522.833
Sweden,SWE,1961,387.82202,519.0277
Sweden,SWE,1962,394.3916,536.85114
Sweden,SWE,1963,381.16873,526.41895
Sweden,SWE,1964,374.1336,525.5567
Sweden,SWE,1965,372.63202,531.72394
Sweden,SWE,1966,361.26035,526.2686
Sweden,SWE,1967,361.21597,533.63666
Sweden,SWE,1968,367.469,548.69696
Sweden,SWE,1969,361.2257,547.9167
Sweden,SWE,1970,341.30103,526.08545
Sweden,SWE,1971,356.16293,560.3645
Sweden,SWE,1972,344.09702,553.93176
Sweden,SWE,1973,343.56943,565.4557
Sweden,SWE,1974,335.20923,562.5567
Sweden,SWE,1975,335.79535,574.3668
Sweden,SWE,1976,336.66293,585.00665
Sweden,SWE,1977,321.56827,567.9747
Sweden,SWE,1978,325.07925,586.1669
Sweden,SWE,1979,324.29718,597.4897
Sweden,SWE,1980,321.54816,602.8037
Sweden,SWE,1981,323.80673,619.9988
Sweden,SWE,1982,312.7306,611.66565
Sweden,SWE,1983,302.70987,606.0632
Sweden,SWE,1984,292.2321,597.9176
Sweden,SWE,1985,294.85873,614.61725
Sweden,SWE,1986,286.54703,609.1902
Sweden,SWE,1987,276.0571,596.03705
Sweden,SWE,1988,272.54553,597.1386
Sweden,SWE,1989,249.3772,554.39777
Sweden,SWE,1990,251.36555,567.39264
Sweden,SWE,1991,246.61925,561.62854
Sweden,SWE,1992,237.83022,549.72833
Sweden,SWE,1993,236.43675,554.7565
Sweden,SWE,1994,218.79535,516.86633
Sweden,SWE,1995,218.47168,525.5353
Sweden,SWE,1996,211.46301,518.75354
Sweden,SWE,1997,204.37138,508.88516
Sweden,SWE,1998,200.85179,508.29266
Sweden,SWE,1999,196.1453,502.97745
Sweden,SWE,2000,187.6218,487.7769
Sweden,SWE,2001,182.32806,479.92795
Sweden,SWE,2002,178.01309,474.85938
Sweden,SWE,2003,171.70108,460.20258
Sweden,SWE,2004,160.11342,434.23434
Sweden,SWE,2005,155.0144,427.6947
Sweden,SWE,2006,151.17409,423.4897
Sweden,SWE,2007,146.48396,414.94992
Sweden,SWE,2008,142.38087,406.3717
Sweden,SWE,2009,135.9909,388.69647
Sweden,SWE,2010,132.21217,383.27487
Sweden,SWE,2011,127.03948,369.29
Sweden,SWE,2012,125.70926,367.13544
Sweden,SWE,2013,120.55748,349.6633
Sweden,SWE,2014,114.992004,335.68103
Sweden,SWE,2015,113.211784,330.01895
Sweden,SWE,2016,108.96037,318.6106
Sweden,SWE,2017,105.19345,308.48013
Sweden,SWE,2018,101.92124,297.71365
Sweden,SWE,2019,93.72891,276.71283
Sweden,SWE,2020,91.98121,272.4698
Sweden,SWE,2021,88.52293,263.6761
Sweden,SWE,2022,88.247734,269.39218
Sweden,SWE,2023,84.07465,261.2505
Switzerland,CHE,1951,437.00568,449.19022
Switzerland,CHE,1952,431.4326,447.75128
Switzerland,CHE,1953,437.96378,458.07697
Switzerland,CHE,1954,436.5209,458.37973
Switzerland,CHE,1955,431.49182,460.10675
Switzerland,CHE,1956,436.59695,470.1516
Switzerland,CHE,1957,420.54245,456.96964
Switzerland,CHE,1958,401.54922,442.89426
Switzerland,CHE,1959,390.27966,435.94666
Switzerland,CHE,1960,398.3933,450.81552
Switzerland,CHE,1961,377.7917,432.0992
Switzerland,CHE,1962,401.91644,458.12552
Switzerland,CHE,1963,406.21716,462.14636
Switzerland,CHE,1964,372.11255,426.06924
Switzerland,CHE,1965,385.91986,446.75146
Switzerland,CHE,1966,371.42834,434.48065
Switzerland,CHE,1967,356.36487,422.88757
Switzerland,CHE,1968,365.93628,438.93997
Switzerland,CHE,1969,340.1944,414.33087
Switzerland,CHE,1970,335.2025,412.37796
Switzerland,CHE,1971,331.11334,414.47485
Switzerland,CHE,1972,313.28067,399.88217
Switzerland,CHE,1973,306.32477,399.25403
Switzerland,CHE,1974,298.15833,397.65024
Switzerland,CHE,1975,304.38693,417.15887
Switzerland,CHE,1976,306.45615,434.96387
Switzerland,CHE,1977,296.16245,434.75287
Switzerland,CHE,1978,297.16638,450.1057
Switzerland,CHE,1979,284.54425,442.73975
Switzerland,CHE,1980,283.25827,451.30954
Switzerland,CHE,1981,276.34555,450.67654
Switzerland,CHE,1982,267.75497,446.16394
Switzerland,CHE,1983,258.32425,440.98584
Switzerland,CHE,1984,245.42778,426.45804
Switzerland,CHE,1985,236.30019,421.91245
Switzerland,CHE,1986,229.53232,418.45914
Switzerland,CHE,1987,219.10088,408.1374
Switzerland,CHE,1988,218.62685,415.4609
Switzerland,CHE,1989,209.90724,406.27963
Switzerland,CHE,1990,212.37347,417.43393
Switzerland,CHE,1991,203.90457,403.50104
Switzerland,CHE,1992,196.32259,391.84628
Switzerland,CHE,1993,191.90709,390.8162
Switzerland,CHE,1994,184.05362,381.46643
Switzerland,CHE,1995,177.90189,371.88065
Switzerland,CHE,1996,170.12761,364.20712
Switzerland,CHE,1997,169.86638,366.68594
Switzerland,CHE,1998,162.8533,356.74985
Switzerland,CHE,1999,159.37776,355.0988
Switzerland,CHE,2000,153.11679,345.53827
Switzerland,CHE,2001,145.02597,332.60156
Switzerland,CHE,2002,137.20668,324.56216
Switzerland,CHE,2003,136.7212,325.5756
Switzerland,CHE,2004,126.250145,303.8178
Switzerland,CHE,2005,125.41915,307.39066
Switzerland,CHE,2006,119.58033,299.2009
Switzerland,CHE,2007,116.94346,299.46564
